 5,10,
 3,17,
 11,20,
 20,11,
 19,24,
 19,12,
 24,19,
 9,18,
 24,16,
 15,24,
 20,15,
 15,20,
 23,13,
 22,23,
 21,22,
 11,21,
 7,9,
 20,10,
 10,20,
 16,1,
 17,5,
 8,7,
 19,8,
 12,19,
 18,2,
 18,17,
 17,18,
 5,17,
 10,5,
 16,10,
 10,16,
 7,6,
 11,7,
 12,11,
 13,12,
 14,13,
 15,14,
 14,15,
 13,14,
 12,13,
 11,12,
 7,11,
 9,7,
 10,4,
 4,10,
 6,2,
 9,6,
 6,9,
 8,0,
 7,8,
 6,7,
 2,6,
 4,3,
 5,4,
 4,5,
 3,4,
 3,1,
 1,3,
 2,0,
 0,2,
 1,0,
 0,1,
